username	shortname
acnc525	GEN_CASS_MSC_ELEC_2015-16
acnc526	GEN_CASS_MSC_ELEC_2015-16
acnc527	GEN_CASS_MSC_ELEC_2015-16
acnc528	GEN_CASS_MSC_ELEC_2015-16
acnc535	GEN_CASS_MSC_ELEC_2015-16
acnc539	GEN_CASS_MSC_ELEC_2015-16
acnc542	GEN_CASS_MSC_ELEC_2015-16
acnc544	GEN_CASS_MSC_ELEC_2015-16
acnc547	GEN_CASS_MSC_ELEC_2015-16
acnc548	GEN_CASS_MSC_ELEC_2015-16
acnc558	GEN_CASS_MSC_ELEC_2015-16
acnc560	GEN_CASS_MSC_ELEC_2015-16
acnc562	GEN_CASS_MSC_ELEC_2015-16
acnc566	GEN_CASS_MSC_ELEC_2015-16
acnc569	GEN_CASS_MSC_ELEC_2015-16
acnc572	GEN_CASS_MSC_ELEC_2015-16
acnc573	GEN_CASS_MSC_ELEC_2015-16
acnc583	GEN_CASS_MSC_ELEC_2015-16
acnc586	GEN_CASS_MSC_ELEC_2015-16
acnf207	GEN_CASS_MSC_ELEC_2015-16
acnf728	GEN_CASS_MSC_ELEC_2015-16
acnf918	GEN_CASS_MSC_ELEC_2015-16
acnj950	GEN_CASS_MSC_ELEC_2015-16
acnm158	GEN_CASS_MSC_ELEC_2015-16
acnm365	GEN_CASS_MSC_ELEC_2015-16
abnd938	GEN_CASS_MSC_ELEC_2015-16
abnh326	GEN_CASS_MSC_ELEC_2015-16
abpj819	GEN_CASS_MSC_ELEC_2015-16
acka245	GEN_CASS_MSC_ELEC_2015-16
acnb843	GEN_CASS_MSC_ELEC_2015-16
acnc483	GEN_CASS_MSC_ELEC_2015-16
acnc490	GEN_CASS_MSC_ELEC_2015-16
acnc493	GEN_CASS_MSC_ELEC_2015-16
acnc496	GEN_CASS_MSC_ELEC_2015-16
acnc508	GEN_CASS_MSC_ELEC_2015-16
acnc509	GEN_CASS_MSC_ELEC_2015-16
acnc510	GEN_CASS_MSC_ELEC_2015-16
acnc511	GEN_CASS_MSC_ELEC_2015-16
acnc514	GEN_CASS_MSC_ELEC_2015-16
acnc516	GEN_CASS_MSC_ELEC_2015-16
acnc517	GEN_CASS_MSC_ELEC_2015-16
acnc520	GEN_CASS_MSC_ELEC_2015-16
acnc521	GEN_CASS_MSC_ELEC_2015-16
acnc523	GEN_CASS_MSC_ELEC_2015-16
acnc531	GEN_CASS_MSC_ELEC_2015-16
acnc533	GEN_CASS_MSC_ELEC_2015-16
acnc537	GEN_CASS_MSC_ELEC_2015-16
acnc538	GEN_CASS_MSC_ELEC_2015-16
acnc540	GEN_CASS_MSC_ELEC_2015-16
acnc541	GEN_CASS_MSC_ELEC_2015-16
acnc546	GEN_CASS_MSC_ELEC_2015-16
acnc549	GEN_CASS_MSC_ELEC_2015-16
acnc553	GEN_CASS_MSC_ELEC_2015-16
acnc554	GEN_CASS_MSC_ELEC_2015-16
acnc555	GEN_CASS_MSC_ELEC_2015-16
acnc556	GEN_CASS_MSC_ELEC_2015-16
acnc561	GEN_CASS_MSC_ELEC_2015-16
acnc563	GEN_CASS_MSC_ELEC_2015-16
acnc565	GEN_CASS_MSC_ELEC_2015-16
acnc567	GEN_CASS_MSC_ELEC_2015-16
acnc568	GEN_CASS_MSC_ELEC_2015-16
acnc570	GEN_CASS_MSC_ELEC_2015-16
acnc574	GEN_CASS_MSC_ELEC_2015-16
acnc575	GEN_CASS_MSC_ELEC_2015-16
acnc576	GEN_CASS_MSC_ELEC_2015-16
acnc577	GEN_CASS_MSC_ELEC_2015-16
acnc578	GEN_CASS_MSC_ELEC_2015-16
acnc580	GEN_CASS_MSC_ELEC_2015-16
acnc581	GEN_CASS_MSC_ELEC_2015-16
acnc582	GEN_CASS_MSC_ELEC_2015-16
acnc584	GEN_CASS_MSC_ELEC_2015-16
acnc585	GEN_CASS_MSC_ELEC_2015-16
acnc587	GEN_CASS_MSC_ELEC_2015-16
acnc588	GEN_CASS_MSC_ELEC_2015-16
acnc590	GEN_CASS_MSC_ELEC_2015-16
acnf202	GEN_CASS_MSC_ELEC_2015-16
acng030	GEN_CASS_MSC_ELEC_2015-16
acnh253	GEN_CASS_MSC_ELEC_2015-16
acnh255	GEN_CASS_MSC_ELEC_2015-16
acnh260	GEN_CASS_MSC_ELEC_2015-16
acnm156	GEN_CASS_MSC_ELEC_2015-16
acnm157	GEN_CASS_MSC_ELEC_2015-16
acnp006	GEN_CASS_MSC_ELEC_2015-16
acjt427	GEN_CASS_MSC_ELEC_2015-16
acjt696	GEN_CASS_MSC_ELEC_2015-16
acjt776	GEN_CASS_MSC_ELEC_2015-16
acju010	GEN_CASS_MSC_ELEC_2015-16
acju041	GEN_CASS_MSC_ELEC_2015-16
acka580	GEN_CASS_MSC_ELEC_2015-16
ackc086	GEN_CASS_MSC_ELEC_2015-16
acnd252	GEN_CASS_MSC_ELEC_2015-16
acnd294	GEN_CASS_MSC_ELEC_2015-16
acnd306	GEN_CASS_MSC_ELEC_2015-16
acnd319	GEN_CASS_MSC_ELEC_2015-16
acnf716	GEN_CASS_MSC_ELEC_2015-16
acnm607	GEN_CASS_MSC_ELEC_2015-16
acnm654	GEN_CASS_MSC_ELEC_2015-16
acnn472	GEN_CASS_MSC_ELEC_2015-16
acnn494	GEN_CASS_MSC_ELEC_2015-16
acnn880	GEN_CASS_MSC_ELEC_2015-16
acnn959	GEN_CASS_MSC_ELEC_2015-16
abmj224	GEN_CASS_MSC_ELEC_2015-16
abmv769	GEN_CASS_MSC_ELEC_2015-16
abnf161	GEN_CASS_MSC_ELEC_2015-16
abpk987	GEN_CASS_MSC_ELEC_2015-16
acjt489	GEN_CASS_MSC_ELEC_2015-16
acjt523	GEN_CASS_MSC_ELEC_2015-16
acjt573	GEN_CASS_MSC_ELEC_2015-16
acnd135	GEN_CASS_MSC_ELEC_2015-16
acnd147	GEN_CASS_MSC_ELEC_2015-16
acnd154	GEN_CASS_MSC_ELEC_2015-16
acnd157	GEN_CASS_MSC_ELEC_2015-16
acnd158	GEN_CASS_MSC_ELEC_2015-16
acnd160	GEN_CASS_MSC_ELEC_2015-16
acnd163	GEN_CASS_MSC_ELEC_2015-16
acnd164	GEN_CASS_MSC_ELEC_2015-16
acnd167	GEN_CASS_MSC_ELEC_2015-16
acnd174	GEN_CASS_MSC_ELEC_2015-16
acnd177	GEN_CASS_MSC_ELEC_2015-16
acnd183	GEN_CASS_MSC_ELEC_2015-16
acnd184	GEN_CASS_MSC_ELEC_2015-16
acnd189	GEN_CASS_MSC_ELEC_2015-16
acnd191	GEN_CASS_MSC_ELEC_2015-16
acnd195	GEN_CASS_MSC_ELEC_2015-16
acnd196	GEN_CASS_MSC_ELEC_2015-16
acnd197	GEN_CASS_MSC_ELEC_2015-16
acnd202	GEN_CASS_MSC_ELEC_2015-16
acnd210	GEN_CASS_MSC_ELEC_2015-16
acnd211	GEN_CASS_MSC_ELEC_2015-16
acnd215	GEN_CASS_MSC_ELEC_2015-16
acnd218	GEN_CASS_MSC_ELEC_2015-16
acnd220	GEN_CASS_MSC_ELEC_2015-16
acnd225	GEN_CASS_MSC_ELEC_2015-16
acnd227	GEN_CASS_MSC_ELEC_2015-16
acnf727	GEN_CASS_MSC_ELEC_2015-16
acng025	GEN_CASS_MSC_ELEC_2015-16
acng296	GEN_CASS_MSC_ELEC_2015-16
acng305	GEN_CASS_MSC_ELEC_2015-16
acnj554	GEN_CASS_MSC_ELEC_2015-16
acnm769	GEN_CASS_MSC_ELEC_2015-16
acnm839	GEN_CASS_MSC_ELEC_2015-16
acnn442	GEN_CASS_MSC_ELEC_2015-16
abms680	GEN_CASS_MSC_ELEC_2015-16
abnk604	GEN_CASS_MSC_ELEC_2015-16
abpk997	GEN_CASS_MSC_ELEC_2015-16
acnc679	GEN_CASS_MSC_ELEC_2015-16
acnc830	GEN_CASS_MSC_ELEC_2015-16
acnc834	GEN_CASS_MSC_ELEC_2015-16
acnc845	GEN_CASS_MSC_ELEC_2015-16
acnc847	GEN_CASS_MSC_ELEC_2015-16
acnc849	GEN_CASS_MSC_ELEC_2015-16
acnc850	GEN_CASS_MSC_ELEC_2015-16
acnc853	GEN_CASS_MSC_ELEC_2015-16
acnc855	GEN_CASS_MSC_ELEC_2015-16
acnc860	GEN_CASS_MSC_ELEC_2015-16
acnc863	GEN_CASS_MSC_ELEC_2015-16
acnc866	GEN_CASS_MSC_ELEC_2015-16
acnc870	GEN_CASS_MSC_ELEC_2015-16
acnc877	GEN_CASS_MSC_ELEC_2015-16
acnc880	GEN_CASS_MSC_ELEC_2015-16
acnc883	GEN_CASS_MSC_ELEC_2015-16
acnc886	GEN_CASS_MSC_ELEC_2015-16
acnc889	GEN_CASS_MSC_ELEC_2015-16
acnc892	GEN_CASS_MSC_ELEC_2015-16
acnc893	GEN_CASS_MSC_ELEC_2015-16
acnc896	GEN_CASS_MSC_ELEC_2015-16
acnc897	GEN_CASS_MSC_ELEC_2015-16
acnc903	GEN_CASS_MSC_ELEC_2015-16
acnc909	GEN_CASS_MSC_ELEC_2015-16
acnc910	GEN_CASS_MSC_ELEC_2015-16
acnc915	GEN_CASS_MSC_ELEC_2015-16
acnc919	GEN_CASS_MSC_ELEC_2015-16
acnc924	GEN_CASS_MSC_ELEC_2015-16
acnc928	GEN_CASS_MSC_ELEC_2015-16
acnc930	GEN_CASS_MSC_ELEC_2015-16
acnc938	GEN_CASS_MSC_ELEC_2015-16
acnc944	GEN_CASS_MSC_ELEC_2015-16
acnc948	GEN_CASS_MSC_ELEC_2015-16
acnc950	GEN_CASS_MSC_ELEC_2015-16
acnc959	GEN_CASS_MSC_ELEC_2015-16
acnc960	GEN_CASS_MSC_ELEC_2015-16
acnc961	GEN_CASS_MSC_ELEC_2015-16
acnc966	GEN_CASS_MSC_ELEC_2015-16
acnc969	GEN_CASS_MSC_ELEC_2015-16
acnc971	GEN_CASS_MSC_ELEC_2015-16
acnc974	GEN_CASS_MSC_ELEC_2015-16
acnc975	GEN_CASS_MSC_ELEC_2015-16
acnf160	GEN_CASS_MSC_ELEC_2015-16
acnf713	GEN_CASS_MSC_ELEC_2015-16
acnf922	GEN_CASS_MSC_ELEC_2015-16
acng258	GEN_CASS_MSC_ELEC_2015-16
acnj942	GEN_CASS_MSC_ELEC_2015-16
acnj947	GEN_CASS_MSC_ELEC_2015-16
acnn032	GEN_CASS_MSC_ELEC_2015-16
acnp027	GEN_CASS_MSC_ELEC_2015-16
abnc817	GEN_CASS_MSC_ELEC_2015-16
abpc180	GEN_CASS_MSC_ELEC_2015-16
abpm017	GEN_CASS_MSC_ELEC_2015-16
ackf197	GEN_CASS_MSC_ELEC_2015-16
acnc985	GEN_CASS_MSC_ELEC_2015-16
acnc986	GEN_CASS_MSC_ELEC_2015-16
acnc991	GEN_CASS_MSC_ELEC_2015-16
acnc993	GEN_CASS_MSC_ELEC_2015-16
acnc995	GEN_CASS_MSC_ELEC_2015-16
acnc997	GEN_CASS_MSC_ELEC_2015-16
acnc998	GEN_CASS_MSC_ELEC_2015-16
acnc999	GEN_CASS_MSC_ELEC_2015-16
acnd001	GEN_CASS_MSC_ELEC_2015-16
acnd002	GEN_CASS_MSC_ELEC_2015-16
acnd003	GEN_CASS_MSC_ELEC_2015-16
acnd007	GEN_CASS_MSC_ELEC_2015-16
acnd008	GEN_CASS_MSC_ELEC_2015-16
acnd013	GEN_CASS_MSC_ELEC_2015-16
acnd018	GEN_CASS_MSC_ELEC_2015-16
acnd019	GEN_CASS_MSC_ELEC_2015-16
acnd022	GEN_CASS_MSC_ELEC_2015-16
acnd028	GEN_CASS_MSC_ELEC_2015-16
acnd031	GEN_CASS_MSC_ELEC_2015-16
acnd033	GEN_CASS_MSC_ELEC_2015-16
acnd037	GEN_CASS_MSC_ELEC_2015-16
acnd038	GEN_CASS_MSC_ELEC_2015-16
acnd040	GEN_CASS_MSC_ELEC_2015-16
acnd042	GEN_CASS_MSC_ELEC_2015-16
acnd043	GEN_CASS_MSC_ELEC_2015-16
acnd046	GEN_CASS_MSC_ELEC_2015-16
acnd047	GEN_CASS_MSC_ELEC_2015-16
acnd053	GEN_CASS_MSC_ELEC_2015-16
acnd054	GEN_CASS_MSC_ELEC_2015-16
acnd058	GEN_CASS_MSC_ELEC_2015-16
acnd060	GEN_CASS_MSC_ELEC_2015-16
acnd062	GEN_CASS_MSC_ELEC_2015-16
acnd063	GEN_CASS_MSC_ELEC_2015-16
acnd064	GEN_CASS_MSC_ELEC_2015-16
acnd072	GEN_CASS_MSC_ELEC_2015-16
acnd073	GEN_CASS_MSC_ELEC_2015-16
acnd077	GEN_CASS_MSC_ELEC_2015-16
acnd080	GEN_CASS_MSC_ELEC_2015-16
acnd085	GEN_CASS_MSC_ELEC_2015-16
acnd087	GEN_CASS_MSC_ELEC_2015-16
acnd088	GEN_CASS_MSC_ELEC_2015-16
acnd089	GEN_CASS_MSC_ELEC_2015-16
acnd092	GEN_CASS_MSC_ELEC_2015-16
acnd093	GEN_CASS_MSC_ELEC_2015-16
acnd094	GEN_CASS_MSC_ELEC_2015-16
acnd096	GEN_CASS_MSC_ELEC_2015-16
acnd099	GEN_CASS_MSC_ELEC_2015-16
acnd100	GEN_CASS_MSC_ELEC_2015-16
acnd101	GEN_CASS_MSC_ELEC_2015-16
acnd102	GEN_CASS_MSC_ELEC_2015-16
acnd103	GEN_CASS_MSC_ELEC_2015-16
acnd104	GEN_CASS_MSC_ELEC_2015-16
acnd106	GEN_CASS_MSC_ELEC_2015-16
acnd112	GEN_CASS_MSC_ELEC_2015-16
acnd114	GEN_CASS_MSC_ELEC_2015-16
acnd115	GEN_CASS_MSC_ELEC_2015-16
acnd117	GEN_CASS_MSC_ELEC_2015-16
acnd118	GEN_CASS_MSC_ELEC_2015-16
acnd120	GEN_CASS_MSC_ELEC_2015-16
acnd122	GEN_CASS_MSC_ELEC_2015-16
acnd123	GEN_CASS_MSC_ELEC_2015-16
acnd274	GEN_CASS_MSC_ELEC_2015-16
acnd317	GEN_CASS_MSC_ELEC_2015-16
acnd332	GEN_CASS_MSC_ELEC_2015-16
acnf201	GEN_CASS_MSC_ELEC_2015-16
acnf212	GEN_CASS_MSC_ELEC_2015-16
acnf712	GEN_CASS_MSC_ELEC_2015-16
acnf725	GEN_CASS_MSC_ELEC_2015-16
acnf970	GEN_CASS_MSC_ELEC_2015-16
acng028	GEN_CASS_MSC_ELEC_2015-16
acnh259	GEN_CASS_MSC_ELEC_2015-16
acnh261	GEN_CASS_MSC_ELEC_2015-16
acnj553	GEN_CASS_MSC_ELEC_2015-16
acnj555	GEN_CASS_MSC_ELEC_2015-16
acnj951	GEN_CASS_MSC_ELEC_2015-16
acnk432	GEN_CASS_MSC_ELEC_2015-16
acnk435	GEN_CASS_MSC_ELEC_2015-16
acnm606	GEN_CASS_MSC_ELEC_2015-16
acnm619	GEN_CASS_MSC_ELEC_2015-16
acnn223	GEN_CASS_MSC_ELEC_2015-16
acnp416	GEN_CASS_MSC_ELEC_2015-16
abmx461	GEN_CASS_MSC_ELEC_2015-16
absx742	GEN_CASS_MSC_ELEC_2015-16
acjv423	GEN_CASS_MSC_ELEC_2015-16
ackc166	GEN_CASS_MSC_ELEC_2015-16
acnd240	GEN_CASS_MSC_ELEC_2015-16
acnd251	GEN_CASS_MSC_ELEC_2015-16
acnd257	GEN_CASS_MSC_ELEC_2015-16
acnd263	GEN_CASS_MSC_ELEC_2015-16
acnd276	GEN_CASS_MSC_ELEC_2015-16
acnd279	GEN_CASS_MSC_ELEC_2015-16
acnd280	GEN_CASS_MSC_ELEC_2015-16
acnd288	GEN_CASS_MSC_ELEC_2015-16
acnd291	GEN_CASS_MSC_ELEC_2015-16
acnd299	GEN_CASS_MSC_ELEC_2015-16
acnd307	GEN_CASS_MSC_ELEC_2015-16
acnd311	GEN_CASS_MSC_ELEC_2015-16
acnd324	GEN_CASS_MSC_ELEC_2015-16
acnd331	GEN_CASS_MSC_ELEC_2015-16
acnf156	GEN_CASS_MSC_ELEC_2015-16
acng042	GEN_CASS_MSC_ELEC_2015-16
acnm650	GEN_CASS_MSC_ELEC_2015-16
acnn307	GEN_CASS_MSC_ELEC_2015-16
acnn460	GEN_CASS_MSC_ELEC_2015-16
abnc285	GEN_CASS_MSC_ELEC_2015-16
abnc290	GEN_CASS_MSC_ELEC_2015-16
acjt107	GEN_CASS_MSC_ELEC_2015-16
acnd129	GEN_CASS_MSC_ELEC_2015-16
acnd133	GEN_CASS_MSC_ELEC_2015-16
acnd134	GEN_CASS_MSC_ELEC_2015-16
acnd138	GEN_CASS_MSC_ELEC_2015-16
acnd139	GEN_CASS_MSC_ELEC_2015-16
acnd140	GEN_CASS_MSC_ELEC_2015-16
acnd141	GEN_CASS_MSC_ELEC_2015-16
acnd143	GEN_CASS_MSC_ELEC_2015-16
acnd144	GEN_CASS_MSC_ELEC_2015-16
acnd145	GEN_CASS_MSC_ELEC_2015-16
acnd148	GEN_CASS_MSC_ELEC_2015-16
acnd150	GEN_CASS_MSC_ELEC_2015-16
acnd152	GEN_CASS_MSC_ELEC_2015-16
acnd153	GEN_CASS_MSC_ELEC_2015-16
acnd155	GEN_CASS_MSC_ELEC_2015-16
acnd156	GEN_CASS_MSC_ELEC_2015-16
acnd165	GEN_CASS_MSC_ELEC_2015-16
acnd168	GEN_CASS_MSC_ELEC_2015-16
acnd170	GEN_CASS_MSC_ELEC_2015-16
acnd171	GEN_CASS_MSC_ELEC_2015-16
acnd173	GEN_CASS_MSC_ELEC_2015-16
acnd178	GEN_CASS_MSC_ELEC_2015-16
acnd180	GEN_CASS_MSC_ELEC_2015-16
acnd185	GEN_CASS_MSC_ELEC_2015-16
acnd194	GEN_CASS_MSC_ELEC_2015-16
acnd201	GEN_CASS_MSC_ELEC_2015-16
acnd205	GEN_CASS_MSC_ELEC_2015-16
acnd209	GEN_CASS_MSC_ELEC_2015-16
acnd212	GEN_CASS_MSC_ELEC_2015-16
acnd213	GEN_CASS_MSC_ELEC_2015-16
acnd214	GEN_CASS_MSC_ELEC_2015-16
acnd216	GEN_CASS_MSC_ELEC_2015-16
acnd217	GEN_CASS_MSC_ELEC_2015-16
acnd219	GEN_CASS_MSC_ELEC_2015-16
acnd221	GEN_CASS_MSC_ELEC_2015-16
acnd223	GEN_CASS_MSC_ELEC_2015-16
acnf658	GEN_CASS_MSC_ELEC_2015-16
acnf717	GEN_CASS_MSC_ELEC_2015-16
acng035	GEN_CASS_MSC_ELEC_2015-16
acng036	GEN_CASS_MSC_ELEC_2015-16
acng298	GEN_CASS_MSC_ELEC_2015-16
acnj558	GEN_CASS_MSC_ELEC_2015-16
acnj652	GEN_CASS_MSC_ELEC_2015-16
acnj653	GEN_CASS_MSC_ELEC_2015-16
acnj946	GEN_CASS_MSC_ELEC_2015-16
acnk428	GEN_CASS_MSC_ELEC_2015-16
acnk430	GEN_CASS_MSC_ELEC_2015-16
acnk433	GEN_CASS_MSC_ELEC_2015-16
acnm149	GEN_CASS_MSC_ELEC_2015-16
acnm151	GEN_CASS_MSC_ELEC_2015-16
acnm152	GEN_CASS_MSC_ELEC_2015-16
acnm153	GEN_CASS_MSC_ELEC_2015-16
acnm778	GEN_CASS_MSC_ELEC_2015-16
acnn239	GEN_CASS_MSC_ELEC_2015-16
acnn312	GEN_CASS_MSC_ELEC_2015-16
acnn477	GEN_CASS_MSC_ELEC_2015-16
acnn985	GEN_CASS_MSC_ELEC_2015-16
abpk230	GEN_CASS_MSC_ELEC_2015-16
acnd233	GEN_CASS_MSC_ELEC_2015-16
acnd242	GEN_CASS_MSC_ELEC_2015-16
acnd243	GEN_CASS_MSC_ELEC_2015-16
acnd262	GEN_CASS_MSC_ELEC_2015-16
acnd275	GEN_CASS_MSC_ELEC_2015-16
acnd277	GEN_CASS_MSC_ELEC_2015-16
acnd278	GEN_CASS_MSC_ELEC_2015-16
acnd305	GEN_CASS_MSC_ELEC_2015-16
acnh262	GEN_CASS_MSC_ELEC_2015-16
acnj557	GEN_CASS_MSC_ELEC_2015-16
acnj952	GEN_CASS_MSC_ELEC_2015-16
acnm154	GEN_CASS_MSC_ELEC_2015-16
acnm648	GEN_CASS_MSC_ELEC_2015-16
abnt929	GEN_CASS_MSC_ELEC_2015-16
abpk137	GEN_CASS_MSC_ELEC_2015-16
abpm505	GEN_CASS_MSC_ELEC_2015-16
abpm546	GEN_CASS_MSC_ELEC_2015-16
acnb849	GEN_CASS_MSC_ELEC_2015-16
acnc978	GEN_CASS_MSC_ELEC_2015-16
acnc981	GEN_CASS_MSC_ELEC_2015-16
acnc983	GEN_CASS_MSC_ELEC_2015-16
acnc984	GEN_CASS_MSC_ELEC_2015-16
acnc987	GEN_CASS_MSC_ELEC_2015-16
acnc988	GEN_CASS_MSC_ELEC_2015-16
acnc989	GEN_CASS_MSC_ELEC_2015-16
acnc990	GEN_CASS_MSC_ELEC_2015-16
acnc996	GEN_CASS_MSC_ELEC_2015-16
acnd004	GEN_CASS_MSC_ELEC_2015-16
acnd005	GEN_CASS_MSC_ELEC_2015-16
acnd006	GEN_CASS_MSC_ELEC_2015-16
acnd010	GEN_CASS_MSC_ELEC_2015-16
acnd011	GEN_CASS_MSC_ELEC_2015-16
acnd017	GEN_CASS_MSC_ELEC_2015-16
acnd020	GEN_CASS_MSC_ELEC_2015-16
acnd021	GEN_CASS_MSC_ELEC_2015-16
acnd024	GEN_CASS_MSC_ELEC_2015-16
acnd029	GEN_CASS_MSC_ELEC_2015-16
acnd030	GEN_CASS_MSC_ELEC_2015-16
acnd034	GEN_CASS_MSC_ELEC_2015-16
acnd035	GEN_CASS_MSC_ELEC_2015-16
acnd036	GEN_CASS_MSC_ELEC_2015-16
acnd039	GEN_CASS_MSC_ELEC_2015-16
acnd045	GEN_CASS_MSC_ELEC_2015-16
acnd051	GEN_CASS_MSC_ELEC_2015-16
acnd052	GEN_CASS_MSC_ELEC_2015-16
acnd055	GEN_CASS_MSC_ELEC_2015-16
acnd056	GEN_CASS_MSC_ELEC_2015-16
acnd057	GEN_CASS_MSC_ELEC_2015-16
acnd061	GEN_CASS_MSC_ELEC_2015-16
acnd067	GEN_CASS_MSC_ELEC_2015-16
acnd068	GEN_CASS_MSC_ELEC_2015-16
acnd070	GEN_CASS_MSC_ELEC_2015-16
acnd071	GEN_CASS_MSC_ELEC_2015-16
acnd074	GEN_CASS_MSC_ELEC_2015-16
acnd075	GEN_CASS_MSC_ELEC_2015-16
acnd076	GEN_CASS_MSC_ELEC_2015-16
acnd078	GEN_CASS_MSC_ELEC_2015-16
acnd079	GEN_CASS_MSC_ELEC_2015-16
acnd081	GEN_CASS_MSC_ELEC_2015-16
acnd082	GEN_CASS_MSC_ELEC_2015-16
acnd086	GEN_CASS_MSC_ELEC_2015-16
acnd105	GEN_CASS_MSC_ELEC_2015-16
acnd107	GEN_CASS_MSC_ELEC_2015-16
acnd119	GEN_CASS_MSC_ELEC_2015-16
acnf184	GEN_CASS_MSC_ELEC_2015-16
acnf194	GEN_CASS_MSC_ELEC_2015-16
acng039	GEN_CASS_MSC_ELEC_2015-16
acng251	GEN_CASS_MSC_ELEC_2015-16
acnj957	GEN_CASS_MSC_ELEC_2015-16
acnm353	GEN_CASS_MSC_ELEC_2015-16
acnm358	GEN_CASS_MSC_ELEC_2015-16
acnm617	GEN_CASS_MSC_ELEC_2015-16
acnn998	GEN_CASS_MSC_ELEC_2015-16
abpm729	GEN_CASS_MSC_ELEC_2015-16
abpn629	GEN_CASS_MSC_ELEC_2015-16
acnd247	GEN_CASS_MSC_ELEC_2015-16
acnd259	GEN_CASS_MSC_ELEC_2015-16
acnd284	GEN_CASS_MSC_ELEC_2015-16
acnd285	GEN_CASS_MSC_ELEC_2015-16
acnd290	GEN_CASS_MSC_ELEC_2015-16
acnd295	GEN_CASS_MSC_ELEC_2015-16
acnd300	GEN_CASS_MSC_ELEC_2015-16
acnd312	GEN_CASS_MSC_ELEC_2015-16
acnd327	GEN_CASS_MSC_ELEC_2015-16
acnd329	GEN_CASS_MSC_ELEC_2015-16
acnf822	GEN_CASS_MSC_ELEC_2015-16
acnf925	GEN_CASS_MSC_ELEC_2015-16
acng041	GEN_CASS_MSC_ELEC_2015-16
abnk093	GEN_CASS_MSC_ELEC_2015-16
acnb859	GEN_CASS_MSC_ELEC_2015-16
acnd253	GEN_CASS_MSC_ELEC_2015-16
acnd265	GEN_CASS_MSC_ELEC_2015-16
acnd286	GEN_CASS_MSC_ELEC_2015-16
acnd287	GEN_CASS_MSC_ELEC_2015-16
acnd296	GEN_CASS_MSC_ELEC_2015-16
acnd320	GEN_CASS_MSC_ELEC_2015-16
acnd325	GEN_CASS_MSC_ELEC_2015-16
acnf920	GEN_CASS_MSC_ELEC_2015-16
acnf968	GEN_CASS_MSC_ELEC_2015-16
acng046	GEN_CASS_MSC_ELEC_2015-16
acnj953	GEN_CASS_MSC_ELEC_2015-16
abmd228	GEN_CASS_MSC_ELEC_2015-16
abnf078	GEN_CASS_MSC_ELEC_2015-16
abnk490	GEN_CASS_MSC_ELEC_2015-16
abpp634	GEN_CASS_MSC_ELEC_2015-16
acnc729	GEN_CASS_MSC_ELEC_2015-16
acnc730	GEN_CASS_MSC_ELEC_2015-16
acnc731	GEN_CASS_MSC_ELEC_2015-16
acnc732	GEN_CASS_MSC_ELEC_2015-16
acnc733	GEN_CASS_MSC_ELEC_2015-16
acnc734	GEN_CASS_MSC_ELEC_2015-16
acnc735	GEN_CASS_MSC_ELEC_2015-16
acnc737	GEN_CASS_MSC_ELEC_2015-16
acnc738	GEN_CASS_MSC_ELEC_2015-16
acnc742	GEN_CASS_MSC_ELEC_2015-16
acnc743	GEN_CASS_MSC_ELEC_2015-16
acnc744	GEN_CASS_MSC_ELEC_2015-16
acnc745	GEN_CASS_MSC_ELEC_2015-16
acnc746	GEN_CASS_MSC_ELEC_2015-16
acnc747	GEN_CASS_MSC_ELEC_2015-16
acnc748	GEN_CASS_MSC_ELEC_2015-16
acnc749	GEN_CASS_MSC_ELEC_2015-16
acnc750	GEN_CASS_MSC_ELEC_2015-16
acnc751	GEN_CASS_MSC_ELEC_2015-16
acnc752	GEN_CASS_MSC_ELEC_2015-16
acnc754	GEN_CASS_MSC_ELEC_2015-16
acnc757	GEN_CASS_MSC_ELEC_2015-16
acnc758	GEN_CASS_MSC_ELEC_2015-16
acnc759	GEN_CASS_MSC_ELEC_2015-16
acnc760	GEN_CASS_MSC_ELEC_2015-16
acnc762	GEN_CASS_MSC_ELEC_2015-16
acnc763	GEN_CASS_MSC_ELEC_2015-16
acnc764	GEN_CASS_MSC_ELEC_2015-16
acnc765	GEN_CASS_MSC_ELEC_2015-16
acnc766	GEN_CASS_MSC_ELEC_2015-16
acnc767	GEN_CASS_MSC_ELEC_2015-16
acnc768	GEN_CASS_MSC_ELEC_2015-16
acnc769	GEN_CASS_MSC_ELEC_2015-16
acnc770	GEN_CASS_MSC_ELEC_2015-16
acnc771	GEN_CASS_MSC_ELEC_2015-16
acnc772	GEN_CASS_MSC_ELEC_2015-16
acnc773	GEN_CASS_MSC_ELEC_2015-16
acnc774	GEN_CASS_MSC_ELEC_2015-16
acnc775	GEN_CASS_MSC_ELEC_2015-16
acnc776	GEN_CASS_MSC_ELEC_2015-16
acnc778	GEN_CASS_MSC_ELEC_2015-16
acnc779	GEN_CASS_MSC_ELEC_2015-16
acnc780	GEN_CASS_MSC_ELEC_2015-16
acnc781	GEN_CASS_MSC_ELEC_2015-16
acnc782	GEN_CASS_MSC_ELEC_2015-16
acnc783	GEN_CASS_MSC_ELEC_2015-16
acnc784	GEN_CASS_MSC_ELEC_2015-16
acnc786	GEN_CASS_MSC_ELEC_2015-16
acnc787	GEN_CASS_MSC_ELEC_2015-16
acnc788	GEN_CASS_MSC_ELEC_2015-16
