username;course1;role1
acnd620;GEN_CLS_GDLW_2015-16;student
acnm660;GEN_CLS_GDLW_2015-16;student
acnd665;GEN_CLS_GDLW_2015-16;student
acnd649;GEN_CLS_GDLW_2015-16;student
acnd634;GEN_CLS_GDLW_2015-16;student
acnd651;GEN_CLS_GDLW_2015-16;student
acnm930;GEN_CLS_GDLW_2015-16;student
acnf937;GEN_CLS_GDLW_2015-16;student
acnd646;GEN_CLS_GDLW_2015-16;student
acnm661;GEN_CLS_GDLW_2015-16;student
acnd624;GEN_CLS_GDLW_2015-16;student
acnd657;GEN_CLS_GDLW_2015-16;student
acnf933;GEN_CLS_GDLW_2015-16;student
acnm910;GEN_CLS_GDLW_2015-16;student
acnd660;GEN_CLS_GDLW_2015-16;student
acnp057;GEN_CLS_GDLW_2015-16;student
acnd565;GEN_CLS_GDLW_2015-16;student
acnd615;GEN_CLS_GDLW_2015-16;student
acnd696;GEN_CLS_GDLW_2015-16;student
acnp641;GEN_CLS_GDLW_2015-16;student
acnd690;GEN_CLS_GDLW_2015-16;student
acnd648;GEN_CLS_GDLW_2015-16;student
acnj809;GEN_CLS_GDLW_2015-16;student
acnj820;GEN_CLS_GDLW_2015-16;student
acnn056;GEN_CLS_GDLW_2015-16;student
acnd697;GEN_CLS_GDLW_2015-16;student
acnm686;GEN_CLS_GDLW_2015-16;student
acnn436;GEN_CLS_GDLW_2015-16;student
acnj815;GEN_CLS_GDLW_2015-16;student
acnn071;GEN_CLS_GDLW_2015-16;student
acnj816;GEN_CLS_GDLW_2015-16;student
acnn222;GEN_CLS_GDLW_2015-16;student
acnn038;GEN_CLS_GDLW_2015-16;student
acnm707;GEN_CLS_GDLW_2015-16;student
acnm295;GEN_CLS_GDLW_2015-16;student
acnn315;GEN_CLS_GDLW_2015-16;student
ACNN437;GEN_CLS_GDLW_2015-16;student
acnn481;GEN_CLS_GDLW_2015-16;student
acnn314;GEN_CLS_GDLW_2015-16;student
acnn480;GEN_CLS_GDLW_2015-16;student
acnn988;GEN_CLS_GDLW_2015-16;student
acjv094;GEN_CLS_ASSFEED_GELLB_2015-16;student
acjv071;GEN_CLS_ASSFEED_GELLB_2015-16;student
acnf323;GEN_CLS_ASSFEED_GELLB_2015-16;student
acnf237;GEN_CLS_ASSFEED_GELLB_2015-16;student
acnf274;GEN_CLS_ASSFEED_GELLB_2015-16;student
acnf262;GEN_CLS_ASSFEED_GELLB_2015-16;student
acnf224;GEN_CLS_ASSFEED_GELLB_2015-16;student
acnf325;GEN_CLS_ASSFEED_GELLB_2015-16;student
acnp011;GEN_CLS_ASSFEED_GELLB_2015-16;student
acjv094;GEN_CLS_GELLB_2015-16;student
acjv071;GEN_CLS_GELLB_2015-16;student
acnf323;GEN_CLS_GELLB_2015-16;student
acnf237;GEN_CLS_GELLB_2015-16;student
acnf274;GEN_CLS_GELLB_2015-16;student
acnf262;GEN_CLS_GELLB_2015-16;student
acnf224;GEN_CLS_GELLB_2015-16;student
acnf325;GEN_CLS_GELLB_2015-16;student
acnp011;GEN_CLS_GELLB_2015-16;student
acjv094;GEN_CLS_GELLBW_2015-16;student
acjv071;GEN_CLS_GELLBW_2015-16;student
acnf323;GEN_CLS_GELLBW_2015-16;student
acnf237;GEN_CLS_GELLBW_2015-16;student
acnf274;GEN_CLS_GELLBW_2015-16;student
acnf262;GEN_CLS_GELLBW_2015-16;student
acnf224;GEN_CLS_GELLBW_2015-16;student
acnf325;GEN_CLS_GELLBW_2015-16;student
acnp011;GEN_CLS_GELLBW_2015-16;student
abbc620;GEN_CASS_EXAMQ_2015-16;student
acnf152;GEN_CASS_EXAMQ_2015-16;student
acnn227;GEN_CASS_EXAMQ_2015-16;student
acnf181;GEN_CASS_EXAMQ_2015-16;student
abpm281;GEN_CASS_EXAMQ_2015-16;student
acnf155;GEN_CASS_EXAMQ_2015-16;student
acnf138;GEN_CASS_EXAMQ_2015-16;student
acnf186;GEN_CASS_EXAMQ_2015-16;student
acng309;GEN_CASS_EXAMQ_2015-16;student
acnf209;GEN_CASS_EXAMQ_2015-16;student
acnf168;GEN_CASS_EXAMQ_2015-16;student
acnf171;GEN_CASS_EXAMQ_2015-16;student
abbc620;GEN_CASS_PSACMA_2015-16;student
acnf152;GEN_CASS_PSACMA_2015-16;student
acnn227;GEN_CASS_PSACMA_2015-16;student
acnf181;GEN_CASS_PSACMA_2015-16;student
abpm281;GEN_CASS_PSACMA_2015-16;student
acnf155;GEN_CASS_PSACMA_2015-16;student
acnf138;GEN_CASS_PSACMA_2015-16;student
acnf186;GEN_CASS_PSACMA_2015-16;student
acng309;GEN_CASS_PSACMA_2015-16;student
acnf209;GEN_CASS_PSACMA_2015-16;student
acnf168;GEN_CASS_PSACMA_2015-16;student
acnf171;GEN_CASS_PSACMA_2015-16;student
abbc620;GEN_SMM527_PRD3_2015-16;student
acnf152;GEN_SMM527_PRD3_2015-16;student
acnn227;GEN_SMM527_PRD3_2015-16;student
acnf181;GEN_SMM527_PRD3_2015-16;student
abpm281;GEN_SMM527_PRD3_2015-16;student
acnf155;GEN_SMM527_PRD3_2015-16;student
acnf138;GEN_SMM527_PRD3_2015-16;student
acnf186;GEN_SMM527_PRD3_2015-16;student
acng309;GEN_SMM527_PRD3_2015-16;student
acnf209;GEN_SMM527_PRD3_2015-16;student
acnf168;GEN_SMM527_PRD3_2015-16;student
acnf171;GEN_SMM527_PRD3_2015-16;student
abbc620;GEN_CASS_MSC_EXCEL_2015-16;student
acnf152;GEN_CASS_MSC_EXCEL_2015-16;student
acnn227;GEN_CASS_MSC_EXCEL_2015-16;student
acnf181;GEN_CASS_MSC_EXCEL_2015-16;student
abpm281;GEN_CASS_MSC_EXCEL_2015-16;student
acnf155;GEN_CASS_MSC_EXCEL_2015-16;student
acnf138;GEN_CASS_MSC_EXCEL_2015-16;student
acnf186;GEN_CASS_MSC_EXCEL_2015-16;student
acng309;GEN_CASS_MSC_EXCEL_2015-16;student
acnf209;GEN_CASS_MSC_EXCEL_2015-16;student
acnf168;GEN_CASS_MSC_EXCEL_2015-16;student
acnf171;GEN_CASS_MSC_EXCEL_2015-16;student
acnp401;GEN_CASS_MSC_EXCEL_2015-16;student
acnf135;GEN_CASS_MSC_EXCEL_2015-16;student
acnf123;GEN_CASS_MSC_EXCEL_2015-16;student
acnf192;GEN_CASS_MSC_EXCEL_2015-16;student
acnf153;GEN_CASS_MSC_EXCEL_2015-16;student
acnp550;GEN_CASS_MSC_EXCEL_2015-16;student
acnf117;GEN_CASS_MSC_EXCEL_2015-16;student
acnf145;GEN_CASS_MSC_EXCEL_2015-16;student
acnf187;GEN_CASS_MSC_EXCEL_2015-16;student
acnf122;GEN_CASS_MSC_EXCEL_2015-16;student
acnf198;GEN_CASS_MSC_EXCEL_2015-16;student
acnn482;GEN_CASS_MSC_EXCEL_2015-16;student
acnm621;GEN_CASS_MSC_EXCEL_2015-16;student
abpm596;GEN_CASS_MSC_EXCEL_2015-16;student
acnc667;GEN_CASS_MSC_EXCEL_2015-16;student
acnc689;GEN_CASS_MSC_EXCEL_2015-16;student
acnc663;GEN_CASS_MSC_EXCEL_2015-16;student
acnc685;GEN_CASS_MSC_EXCEL_2015-16;student
acnc705;GEN_CASS_MSC_EXCEL_2015-16;student
acnc669;GEN_CASS_MSC_EXCEL_2015-16;student
acnc711;GEN_CASS_MSC_EXCEL_2015-16;student
acnc703;GEN_CASS_MSC_EXCEL_2015-16;student
acnp626;GEN_CASS_MSC_EXCEL_2015-16;student
acnc676;GEN_CASS_MSC_EXCEL_2015-16;student
acnc724;GEN_CASS_MSC_EXCEL_2015-16;student
acnc688;GEN_CASS_MSC_EXCEL_2015-16;student
acnc706;GEN_CASS_MSC_EXCEL_2015-16;student
acnc973;GEN_CASS_MSC_EXCEL_2015-16;student
acnf921;GEN_CASS_MSC_EXCEL_2015-16;student
acnc723;GEN_CASS_MSC_EXCEL_2015-16;student
acnc701;GEN_CASS_MSC_EXCEL_2015-16;student
acnp583;GEN_CASS_MSC_EXCEL_2015-16;student
abnk514;GEN_CASS_MSC_EXCEL_2015-16;student
acnc512;GEN_CASS_MSC_EXCEL_2015-16;student
abpm521;GEN_CASS_MSC_EXCEL_2015-16;student
acnm361;GEN_CASS_MSC_EXCEL_2015-16;student
abpk235;GEN_CASS_MSC_EXCEL_2015-16;student
acnc513;GEN_CASS_MSC_EXCEL_2015-16;student
acnp404;GEN_CASS_MSC_EXCEL_2015-16;student
acnc494;GEN_CASS_MSC_EXCEL_2015-16;student
acnp014;GEN_CASS_MSC_EXCEL_2015-16;student
acnb852;GEN_CASS_MSC_EXCEL_2015-16;student
acnp037;GEN_CASS_MSC_EXCEL_2015-16;student
acnp476;GEN_CASS_MSC_EXCEL_2015-16;student
acnc505;GEN_CASS_MSC_EXCEL_2015-16;student
acnp477;GEN_CASS_MSC_EXCEL_2015-16;student
acjs928;GEN_CASS_MSC_EXCEL_2015-16;student
acnp038;GEN_CASS_MSC_EXCEL_2015-16;student
acjs937;GEN_CASS_MSC_EXCEL_2015-16;student
acnp479;GEN_CASS_MSC_EXCEL_2015-16;student
acnc524;GEN_CASS_MSC_EXCEL_2015-16;student
acnc499;GEN_CASS_MSC_EXCEL_2015-16;student
acnc489;GEN_CASS_MSC_EXCEL_2015-16;student
acnc534;GEN_CASS_MSC_EXCEL_2015-16;student
acnb842;GEN_CASS_MSC_EXCEL_2015-16;student
acnc502;GEN_CASS_MSC_EXCEL_2015-16;student
acnc557;GEN_CASS_MSC_EXCEL_2015-16;student
acnc545;GEN_CASS_MSC_EXCEL_2015-16;student
acnc571;GEN_CASS_MSC_EXCEL_2015-16;student
acng300;GEN_CASS_MSC_EXCEL_2015-16;student
acnc522;GEN_CASS_MSC_EXCEL_2015-16;student
acnc551;GEN_CASS_MSC_EXCEL_2015-16;student
acnc543;GEN_CASS_MSC_EXCEL_2015-16;student
acnm781;GEN_CASS_MSC_EXCEL_2015-16;student
acnh258;GEN_CASS_MSC_EXCEL_2015-16;student
acnm658;GEN_CASS_MSC_EXCEL_2015-16;student
acnp012;GEN_CASS_MSC_EXCEL_2015-16;student
acnc579;GEN_CASS_MSC_EXCEL_2015-16;student
acnm866;GEN_CASS_MSC_EXCEL_2015-16;student
acnp412;GEN_CASS_MSC_EXCEL_2015-16;student
acnp497;GEN_CASS_MSC_EXCEL_2015-16;student
abjz402;GEN_CASS_MSC_EXCEL_2015-16;student
abrf485;GEN_CASS_MSC_EXCEL_2015-16;student
acnp489;GEN_CASS_MSC_EXCEL_2015-16;student
ackc155;GEN_CASS_MSC_EXCEL_2015-16;student
acjv409;GEN_CASS_MSC_EXCEL_2015-16;student
acnp026;GEN_CASS_MSC_EXCEL_2015-16;student
acnp406;GEN_CASS_MSC_EXCEL_2015-16;student
acnn325;GEN_CASS_MSC_EXCEL_2015-16;student
acnd292;GEN_CASS_MSC_EXCEL_2015-16;student
acnp459;GEN_CASS_MSC_EXCEL_2015-16;student
acnp016;GEN_CASS_MSC_EXCEL_2015-16;student
acnp008;GEN_CASS_MSC_EXCEL_2015-16;student
acnp052;GEN_CASS_MSC_EXCEL_2015-16;student
acnp046;GEN_CASS_MSC_EXCEL_2015-16;student
acnd224;GEN_CASS_MSC_EXCEL_2015-16;student
ackc161;GEN_CASS_MSC_EXCEL_2015-16;student
acnh264;GEN_CASS_MSC_EXCEL_2015-16;student
acnd222;GEN_CASS_MSC_EXCEL_2015-16;student
acng304;GEN_CASS_MSC_EXCEL_2015-16;student
acnd166;GEN_CASS_MSC_EXCEL_2015-16;student
acnd199;GEN_CASS_MSC_EXCEL_2015-16;student
acnd182;GEN_CASS_MSC_EXCEL_2015-16;student
acnd146;GEN_CASS_MSC_EXCEL_2015-16;student
acnp458;GEN_CASS_MSC_EXCEL_2015-16;student
acnm616;GEN_CASS_MSC_EXCEL_2015-16;student
acnf115;GEN_CASS_MSC_EXCEL_2015-16;student
acnc900;GEN_CASS_MSC_EXCEL_2015-16;student
acnc931;GEN_CASS_MSC_EXCEL_2015-16;student
acnc858;GEN_CASS_MSC_EXCEL_2015-16;student
acnc914;GEN_CASS_MSC_EXCEL_2015-16;student
acnm139;GEN_CASS_MSC_EXCEL_2015-16;student
acnc965;GEN_CASS_MSC_EXCEL_2015-16;student
acnf726;GEN_CASS_MSC_EXCEL_2015-16;student
acnc967;GEN_CASS_MSC_EXCEL_2015-16;student
acnf923;GEN_CASS_MSC_EXCEL_2015-16;student
acnd341;GEN_CASS_MSC_EXCEL_2015-16;student
acnc968;GEN_CASS_MSC_EXCEL_2015-16;student
acnc876;GEN_CASS_MSC_EXCEL_2015-16;student
acnf177;GEN_CASS_MSC_EXCEL_2015-16;student
acnc957;GEN_CASS_MSC_EXCEL_2015-16;student
acnc851;GEN_CASS_MSC_EXCEL_2015-16;student
acnc867;GEN_CASS_MSC_EXCEL_2015-16;student
acnz565;GEN_CASS_MSC_EXCEL_2015-16;student
acnp023;GEN_CASS_MSC_EXCEL_2015-16;student
abnk052;GEN_CASS_MSC_EXCEL_2015-16;student
abnt989;GEN_CASS_MSC_EXCEL_2015-16;student
abpm052;GEN_CASS_MSC_EXCEL_2015-16;student
abpm421;GEN_CASS_MSC_EXCEL_2015-16;student
acnn967;GEN_CASS_MSC_EXCEL_2015-16;student
acnd012;GEN_CASS_MSC_EXCEL_2015-16;student
acnm143;GEN_CASS_MSC_EXCEL_2015-16;student
acnd121;GEN_CASS_MSC_EXCEL_2015-16;student
acnf113;GEN_CASS_MSC_EXCEL_2015-16;student
acnd110;GEN_CASS_MSC_EXCEL_2015-16;student
acnd041;GEN_CASS_MSC_EXCEL_2015-16;student
acnd050;GEN_CASS_MSC_EXCEL_2015-16;student
acnd015;GEN_CASS_MSC_EXCEL_2015-16;student
acnd023;GEN_CASS_MSC_EXCEL_2015-16;student
acnc954;GEN_CASS_MSC_EXCEL_2015-16;student
acnd049;GEN_CASS_MSC_EXCEL_2015-16;student
acnc994;GEN_CASS_MSC_EXCEL_2015-16;student
acnd032;GEN_CASS_MSC_EXCEL_2015-16;student
acnc982;GEN_CASS_MSC_EXCEL_2015-16;student
acnd025;GEN_CASS_MSC_EXCEL_2015-16;student
acnd113;GEN_CASS_MSC_EXCEL_2015-16;student
acnf142;GEN_CASS_MSC_EXCEL_2015-16;student
acnm605;GEN_CASS_MSC_EXCEL_2015-16;student
acng031;GEN_CASS_MSC_EXCEL_2015-16;student
acnc980;GEN_CASS_MSC_EXCEL_2015-16;student
acnc979;GEN_CASS_MSC_EXCEL_2015-16;student
acnd125;GEN_CASS_MSC_EXCEL_2015-16;student
acnd084;GEN_CASS_MSC_EXCEL_2015-16;student
acnm873;GEN_CASS_MSC_EXCEL_2015-16;student
ackc406;GEN_CASS_MSC_EXCEL_2015-16;student
abnc131;GEN_CASS_MSC_EXCEL_2015-16;student
abpn622;GEN_CASS_MSC_EXCEL_2015-16;student
acjt499;GEN_CASS_MSC_EXCEL_2015-16;student
acmm865;GEN_CASS_MSC_EXCEL_2015-16;student
acnd283;GEN_CASS_MSC_EXCEL_2015-16;student
acng254;GEN_CASS_MSC_EXCEL_2015-16;student
acnf917;GEN_CASS_MSC_EXCEL_2015-16;student
acnd281;GEN_CASS_MSC_EXCEL_2015-16;student
acnm682;GEN_CASS_MSC_EXCEL_2015-16;student
acng262;GEN_CASS_MSC_EXCEL_2015-16;student
acnd266;GEN_CASS_MSC_EXCEL_2015-16;student
acnd333;GEN_CASS_MSC_EXCEL_2015-16;student
acnd271;GEN_CASS_MSC_EXCEL_2015-16;student
acnp378;GEN_CASS_MSC_EXCEL_2015-16;student
acnz616;GEN_CASS_MSC_EXCEL_2015-16;student
abnt949;GEN_CASS_MSC_EXCEL_2015-16;student
abpc845;GEN_CASS_MSC_EXCEL_2015-16;student
acnd066;GEN_CASS_MSC_EXCEL_2015-16;student
abpn416;GEN_CASS_MSC_EXCEL_2015-16;student
abpk174;GEN_CASS_MSC_EXCEL_2015-16;student
acnb855;GEN_CASS_MSC_EXCEL_2015-16;student
acnc932;GEN_CASS_MSC_EXCEL_2015-16;student
acka589;GEN_CASS_MSC_EXCEL_2015-16;student
acnd026;GEN_CASS_MSC_EXCEL_2015-16;student
acnd098;GEN_CASS_MSC_EXCEL_2015-16;student
acnd108;GEN_CASS_MSC_EXCEL_2015-16;student
acng047;GEN_CASS_MSC_EXCEL_2015-16;student
acnd097;GEN_CASS_MSC_EXCEL_2015-16;student
acnd083;GEN_CASS_MSC_EXCEL_2015-16;student
acnd044;GEN_CASS_MSC_EXCEL_2015-16;student
acnd027;GEN_CASS_MSC_EXCEL_2015-16;student
acnm877;GEN_CASS_MSC_EXCEL_2015-16;student
acnd109;GEN_CASS_MSC_EXCEL_2015-16;student
acnf966;GEN_CASS_MSC_EXCEL_2015-16;student
acng037;GEN_CASS_MSC_EXCEL_2015-16;student
acnp495;GEN_CASS_MSC_EXCEL_2015-16;student
acnd258;GEN_CASS_MSC_EXCEL_2015-16;student
acnd326;GEN_CASS_MSC_EXCEL_2015-16;student
acnn498;GEN_CASS_MSC_EXCEL_2015-16;student
acnd261;GEN_CASS_MSC_EXCEL_2015-16;student
acnd239;GEN_CASS_MSC_EXCEL_2015-16;student
acnp422;GEN_CASS_MSC_EXCEL_2015-16;student
acnj965;GEN_CASS_MSC_EXCEL_2015-16;student
abpk971;GEN_CASS_MSC_EXCEL_2015-16;student
acnd321;GEN_CASS_MSC_EXCEL_2015-16;student
acnd267;GEN_CASS_MSC_EXCEL_2015-16;student
acnd244;GEN_CASS_MSC_EXCEL_2015-16;student
acng297;GEN_CASS_MSC_EXCEL_2015-16;student
ACNG255;GEN_CASS_MSC_EXCEL_2015-16;student
acnf823;GEN_CASS_MSC_EXCEL_2015-16;student
acng306;GEN_CASS_MSC_EXCEL_2015-16;student
acnn999;GEN_CASS_MSC_EXCEL_2015-16;student
abmn307;GEN_CASS_MSC_EXCEL_2015-16;student
abpn234;GEN_CASS_MSC_EXCEL_2015-16;student
acnb869;GEN_CASS_MSC_EXCEL_2015-16;student
ackf310;GEN_CASS_MSC_EXCEL_2015-16;student
acnc408;GEN_CASS_MSC_EXCEL_2015-16;student
acnc462;GEN_CASS_MSC_EXCEL_2015-16;student
acnc368;GEN_CASS_MSC_EXCEL_2015-16;student
acnc364;GEN_CASS_MSC_EXCEL_2015-16;student
acnc402;GEN_CASS_MSC_EXCEL_2015-16;student
acnc399;GEN_CASS_MSC_EXCEL_2015-16;student
acnc398;GEN_CASS_MSC_EXCEL_2015-16;student
acnm623;GEN_CASS_MSC_EXCEL_2015-16;student
acnc476;GEN_CASS_MSC_EXCEL_2015-16;student
acnc422;GEN_CASS_MSC_EXCEL_2015-16;student
acnc481;GEN_CASS_MSC_EXCEL_2015-16;student
acnc433;GEN_CASS_MSC_EXCEL_2015-16;student
acnd343;GEN_CASS_MSC_EXCEL_2015-16;student
acnc424;GEN_CASS_MSC_EXCEL_2015-16;student
acnc480;GEN_CASS_MSC_EXCEL_2015-16;student
acnj963;GEN_CASS_MSC_EXCEL_2015-16;student
acnc390;GEN_CASS_MSC_EXCEL_2015-16;student
acnm868;GEN_CASS_MSC_EXCEL_2015-16;student
acnc478;GEN_CASS_MSC_EXCEL_2015-16;student
acnc374;GEN_CASS_MSC_EXCEL_2015-16;student
acnd339;GEN_CASS_MSC_EXCEL_2015-16;student
acnc366;GEN_CASS_MSC_EXCEL_2015-16;student
acnb848;GEN_CASS_MSC_EXCEL_2015-16;student
acnc367;GEN_CASS_MSC_EXCEL_2015-16;student
acnn114;GEN_CASS_MSC_EXCEL_2015-16;student
acnc380;GEN_CASS_MSC_EXCEL_2015-16;student
acnp572;GEN_CASS_MSC_EXCEL_2015-16;student
acnc410;GEN_CASS_MSC_EXCEL_2015-16;student
acng302;GEN_CASS_MSC_EXCEL_2015-16;student
abpm591;GEN_CASS_MSC_EXCEL_2015-16;student
abpm431;GEN_CASS_MSC_EXCEL_2015-16;student
abpm454;GEN_CASS_MSC_EXCEL_2015-16;student
acnc881;GEN_CASS_MSC_EXCEL_2015-16;student
acnc837;GEN_CASS_MSC_EXCEL_2015-16;student
abpm540;GEN_CASS_MSC_EXCEL_2015-16;student
abpj811;GEN_CASS_MSC_EXCEL_2015-16;student
abpm493;GEN_CASS_MSC_EXCEL_2015-16;student
abpn238;GEN_CASS_MSC_EXCEL_2015-16;student
acnc933;GEN_CASS_MSC_EXCEL_2015-16;student
acnc946;GEN_CASS_MSC_EXCEL_2015-16;student
ackb877;GEN_CASS_MSC_EXCEL_2015-16;student
acnc963;GEN_CASS_MSC_EXCEL_2015-16;student
acnc962;GEN_CASS_MSC_EXCEL_2015-16;student
acnc891;GEN_CASS_MSC_EXCEL_2015-16;student
acnc865;GEN_CASS_MSC_EXCEL_2015-16;student
acnc955;GEN_CASS_MSC_EXCEL_2015-16;student
acnc947;GEN_CASS_MSC_EXCEL_2015-16;student
acnm667;GEN_CASS_MSC_EXCEL_2015-16;student
acnf217;GEN_CASS_MSC_EXCEL_2015-16;student
acnc904;GEN_CASS_MSC_EXCEL_2015-16;student
acnn448;GEN_CASS_MSC_EXCEL_2015-16;student
acnc874;GEN_CASS_MSC_EXCEL_2015-16;student
acnm141;GEN_CASS_MSC_EXCEL_2015-16;student
acnc898;GEN_CASS_MSC_EXCEL_2015-16;student
acnm355;GEN_CASS_MSC_EXCEL_2015-16;student
acnc921;GEN_CASS_MSC_EXCEL_2015-16;student
acnp047;GEN_CASS_MSC_EXCEL_2015-16;student
acnc922;GEN_CASS_MSC_EXCEL_2015-16;student
acnn104;GEN_CASS_MSC_EXCEL_2015-16;student
acnn110;GEN_CASS_MSC_EXCEL_2015-16;student
acnn958;GEN_CASS_MSC_EXCEL_2015-16;student
acnc949;GEN_CASS_MSC_EXCEL_2015-16;student
acnf724;GEN_CASS_MSC_EXCEL_2015-16;student
acnm627;GEN_CASS_MSC_EXCEL_2015-16;student
abmf460;GEN_CASS_MSC_EXCEL_2015-16;student
acnm364;GEN_CASS_MSC_EXCEL_2015-16;student
acnc798;GEN_CASS_MSC_EXCEL_2015-16;student
abpm526;GEN_CASS_MSC_EXCEL_2015-16;student
acng252;GEN_CASS_MSC_EXCEL_2015-16;student
acnc793;GEN_CASS_MSC_EXCEL_2015-16;student
acmz811;GEN_CASS_MSC_EXCEL_2015-16;student
acnm357;GEN_CASS_MSC_EXCEL_2015-16;student
acnc777;GEN_CASS_MSC_EXCEL_2015-16;student
acng301;GEN_CASS_MSC_EXCEL_2015-16;student
acnc799;GEN_CASS_MSC_EXCEL_2015-16;student
acnc753;GEN_CASS_MSC_EXCEL_2015-16;student
acnc739;GEN_CASS_MSC_EXCEL_2015-16;student
acnc825;GEN_CASS_MSC_EXCEL_2015-16;student
acnc736;GEN_CASS_MSC_EXCEL_2015-16;student
acnc740;GEN_CASS_MSC_EXCEL_2015-16;student
acnc811;GEN_CASS_MSC_EXCEL_2015-16;student
acnj964;GEN_CASS_MSC_EXCEL_2015-16;student
acnc790;GEN_CASS_MSC_EXCEL_2015-16;student
acnc819;GEN_CASS_MSC_EXCEL_2015-16;student
acnc741;GEN_CASS_MSC_EXCEL_2015-16;student
acnk431;GEN_CASS_MSC_EXCEL_2015-16;student
acnf139;GEN_CASS_MSC_EXCEL_2015-16;student
abbc620;GEN_CASS_MSC_ELEC_2015-16;student
acnf152;GEN_CASS_MSC_ELEC_2015-16;student
acnn227;GEN_CASS_MSC_ELEC_2015-16;student
acnf181;GEN_CASS_MSC_ELEC_2015-16;student
abpm281;GEN_CASS_MSC_ELEC_2015-16;student
acnf155;GEN_CASS_MSC_ELEC_2015-16;student
acnf138;GEN_CASS_MSC_ELEC_2015-16;student
acnf186;GEN_CASS_MSC_ELEC_2015-16;student
acng309;GEN_CASS_MSC_ELEC_2015-16;student
acnf209;GEN_CASS_MSC_ELEC_2015-16;student
acnf168;GEN_CASS_MSC_ELEC_2015-16;student
acnf171;GEN_CASS_MSC_ELEC_2015-16;student
abbc620;GEN_CASS_MSCPROG_2015-16;student
acnf152;GEN_CASS_MSCPROG_2015-16;student
acnn227;GEN_CASS_MSCPROG_2015-16;student
acnf181;GEN_CASS_MSCPROG_2015-16;student
abpm281;GEN_CASS_MSCPROG_2015-16;student
acnf155;GEN_CASS_MSCPROG_2015-16;student
acnf138;GEN_CASS_MSCPROG_2015-16;student
acnf186;GEN_CASS_MSCPROG_2015-16;student
acng309;GEN_CASS_MSCPROG_2015-16;student
acnf209;GEN_CASS_MSCPROG_2015-16;student
acnf168;GEN_CASS_MSCPROG_2015-16;student
acnf171;GEN_CASS_MSCPROG_2015-16;student
acnp401;GEN_CASS_MSC_ELEC_2015-16;student
acnf135;GEN_CASS_MSC_ELEC_2015-16;student
acnf123;GEN_CASS_MSC_ELEC_2015-16;student
acnf192;GEN_CASS_MSC_ELEC_2015-16;student
acnf153;GEN_CASS_MSC_ELEC_2015-16;student
acnp550;GEN_CASS_MSC_ELEC_2015-16;student
acnf117;GEN_CASS_MSC_ELEC_2015-16;student
acnf145;GEN_CASS_MSC_ELEC_2015-16;student
acnf187;GEN_CASS_MSC_ELEC_2015-16;student
acnf122;GEN_CASS_MSC_ELEC_2015-16;student
acnf198;GEN_CASS_MSC_ELEC_2015-16;student
acnn482;GEN_CASS_MSC_ELEC_2015-16;student
acnm621;GEN_CASS_MSC_ELEC_2015-16;student
acnp401;GEN_CASS_MSCPROG_2015-16;student
acnf135;GEN_CASS_MSCPROG_2015-16;student
acnf123;GEN_CASS_MSCPROG_2015-16;student
acnf192;GEN_CASS_MSCPROG_2015-16;student
acnf153;GEN_CASS_MSCPROG_2015-16;student
acnp550;GEN_CASS_MSCPROG_2015-16;student
acnf117;GEN_CASS_MSCPROG_2015-16;student
acnf145;GEN_CASS_MSCPROG_2015-16;student
acnf187;GEN_CASS_MSCPROG_2015-16;student
acnf122;GEN_CASS_MSCPROG_2015-16;student
acnf198;GEN_CASS_MSCPROG_2015-16;student
acnn482;GEN_CASS_MSCPROG_2015-16;student
acnm621;GEN_CASS_MSCPROG_2015-16;student
abpm596;GEN_CASS_MSC_ELEC_2015-16;student
acnc667;GEN_CASS_MSC_ELEC_2015-16;student
acnc689;GEN_CASS_MSC_ELEC_2015-16;student
acnc663;GEN_CASS_MSC_ELEC_2015-16;student
acnc685;GEN_CASS_MSC_ELEC_2015-16;student
acnc705;GEN_CASS_MSC_ELEC_2015-16;student
acnc669;GEN_CASS_MSC_ELEC_2015-16;student
acnc711;GEN_CASS_MSC_ELEC_2015-16;student
acnc703;GEN_CASS_MSC_ELEC_2015-16;student
acnp626;GEN_CASS_MSC_ELEC_2015-16;student
acnc676;GEN_CASS_MSC_ELEC_2015-16;student
acnc724;GEN_CASS_MSC_ELEC_2015-16;student
acnc688;GEN_CASS_MSC_ELEC_2015-16;student
acnc706;GEN_CASS_MSC_ELEC_2015-16;student
acnc973;GEN_CASS_MSC_ELEC_2015-16;student
acnf921;GEN_CASS_MSC_ELEC_2015-16;student
acnc723;GEN_CASS_MSC_ELEC_2015-16;student
acnc701;GEN_CASS_MSC_ELEC_2015-16;student
acnp583;GEN_CASS_MSC_ELEC_2015-16;student
abpm596;GEN_CASS_MSCPROG_2015-16;student
acnc667;GEN_CASS_MSCPROG_2015-16;student
acnc689;GEN_CASS_MSCPROG_2015-16;student
acnc663;GEN_CASS_MSCPROG_2015-16;student
acnc685;GEN_CASS_MSCPROG_2015-16;student
acnc669;GEN_CASS_MSCPROG_2015-16;student
acnc711;GEN_CASS_MSCPROG_2015-16;student
acnc703;GEN_CASS_MSCPROG_2015-16;student
acnp626;GEN_CASS_MSCPROG_2015-16;student
acnc676;GEN_CASS_MSCPROG_2015-16;student
acnc724;GEN_CASS_MSCPROG_2015-16;student
acnc688;GEN_CASS_MSCPROG_2015-16;student
