username;course1;role1
acmm652;GEN_SASS_PGCR_2015-16;student
acnd943;GEN_SASS_PGCR_2015-16;student
acnn234;GEN_SASS_PGCR_2015-16;student
acnp408;GEN_SASS_PGCR_2015-16;student
acnd930;GEN_SASS_PGCR_2015-16;student
acnb750;GEN_SASS_PGCR_2015-16;student
acju667;GEN_SASS_PGCR_2015-16;student
acnc190;GEN_SASS_PGCR_2015-16;student
acnm652;GEN_SASS_PGCR_2015-16;student
absx628;GEN_SASS_PGCR_2015-16;student
absx630;GEN_SASS_PGCR_2015-16;student
acnc187;GEN_SASS_PGCR_2015-16;student
acnf703;GEN_SASS_PGCR_2015-16;student
acnk087;GEN_SASS_PGCR_2015-16;student
acnd830;GEN_SASS_PGCR_2015-16;student
acmm654;GEN_SASS_PGCR_2015-16;student
acnk095;GEN_SASS_PGCR_2015-16;student
acnd812;GEN_SASS_PGCR_2015-16;student
acnd749;GEN_SASS_PGCR_2015-16;student
acnp581;GEN_SASS_PGCR_2015-16;student
acnd805;GEN_SASS_PGCR_2015-16;student
acnm393;GEN_SASS_PGCR_2015-16;student
acnn311;GEN_SASS_PGCR_2015-16;student
acnf100;GEN_SASS_PGCR_2015-16;student
acng213;GEN_SASS_PGCR_2015-16;student
acnf093;GEN_SASS_PGCR_2015-16;student
acnc021;GEN_SASS_PGCR_2015-16;student
acnf065;GEN_SASS_PGCR_2015-16;student
acnf103;GEN_SASS_PGCR_2015-16;student
acnp482;GEN_SASS_PGCR_2015-16;student
acnf062;GEN_SASS_PGCR_2015-16;student
acnf097;GEN_SASS_PGCR_2015-16;student
acnn361;GEN_SASS_PGCR_2015-16;student
acnf008;GEN_SASS_PGCR_2015-16;student
acnp400;GEN_SASS_PGCR_2015-16;student
acng210;GEN_SASS_PGCR_2015-16;student
acnp478;GEN_SASS_PGCR_2015-16;student
acnp513;GEN_SASS_PGCR_2015-16;student
acnf077;GEN_SASS_PGCR_2015-16;student
acnd706;GEN_SASS_PGCR_2015-16;student
acnz594;GEN_SASS_PGCR_2015-16;student
acnm553;GEN_SASS_PGCR_2015-16;student
acnn364;GEN_SASS_PGCR_2015-16;student
acnd755;GEN_SASS_PGCR_2015-16;student
acnd837;GEN_SASS_PGCR_2015-16;student
acng327;GEN_SASS_PGCR_2015-16;student
acnn229;GEN_SASS_PGCR_2015-16;student
acnd798;GEN_SASS_PGCR_2015-16;student
acnd736;GEN_SASS_PGCR_2015-16;student
acnd833;GEN_SASS_PGCR_2015-16;student
acnd746;GEN_SASS_PGCR_2015-16;student
acnd756;GEN_SASS_PGCR_2015-16;student
acnd800;GEN_SASS_PGCR_2015-16;student
acnm762;GEN_SASS_PGCR_2015-16;student
acnn360;GEN_SASS_PGCR_2015-16;student
acnn493;GEN_SASS_PGCR_2015-16;student
acnd781;GEN_SASS_PGCR_2015-16;student
abpn658;GEN_SASS_PGCR_2015-16;student
acnd787;GEN_SASS_PGCR_2015-16;student
acnp594;GEN_SASS_PGCR_2015-16;student
acnd619;GEN_SASS_PGCR_2015-16;student
acnn421;GEN_SASS_PGCR_2015-16;student
abpx764;GEN_SASS_PGCR_2015-16;student
acnf955;GEN_SASS_PGCR_2015-16;student
acnf954;GEN_SASS_PGCR_2015-16;student
acnf315;GEN_SASS_PGCR_2015-16;student
acnf332;GEN_SASS_PGCR_2015-16;student
acnf271;GEN_SASS_PGCR_2015-16;student
acjv188;GEN_SASS_PGCR_2015-16;student
acnf377;GEN_SASS_PGCR_2015-16;student
acnf270;GEN_SASS_PGCR_2015-16;student
acnj271;GEN_SASS_PGCR_2015-16;student
acnk616;GEN_SASS_PGCR_2015-16;student
acnf804;GEN_SASS_PGCR_2015-16;student
acnk614;GEN_SASS_PGCR_2015-16;student
acnb754;GEN_SASS_PGCR_2015-16;student
acnm258;GEN_SASS_PGCR_2015-16;student
acnc200;GEN_SASS_PGCR_2015-16;student
acnd863;GEN_SASS_PGCR_2015-16;student
acnc030;GEN_SASS_PGCR_2015-16;student
acnd914;GEN_SASS_PGCR_2015-16;student
acnd888;GEN_SASS_PGCR_2015-16;student
acnd894;GEN_SASS_PGCR_2015-16;student
acnf801;GEN_SASS_PGCR_2015-16;student
acnc041;GEN_SASS_PGCR_2015-16;student
acnd910;GEN_SASS_PGCR_2015-16;student
acnd880;GEN_SASS_PGCR_2015-16;student
acnd896;GEN_SASS_PGCR_2015-16;student
acnd908;GEN_SASS_PGCR_2015-16;student
acnd872;GEN_SASS_PGCR_2015-16;student
acnd860;GEN_SASS_PGCR_2015-16;student
acnp041;GEN_SASS_PGCR_2015-16;student
abmr760;GEN_SASS_PGCR_2015-16;student
abmz874;GEN_SASS_PGCR_2015-16;student
abmr796;GEN_SASS_PGCR_2015-16;student
abmr770;GEN_SASS_PGCR_2015-16;student
abph492;GEN_SASS_PGCR_2015-16;student
abph510;GEN_SASS_PGCR_2015-16;student
abph504;GEN_SASS_PGCR_2015-16;student
acjv465;GEN_SASS_PGCR_2015-16;student
abph502;GEN_SASS_PGCR_2015-16;student
acjv456;GEN_SASS_PGCR_2015-16;student
acjv463;GEN_SASS_PGCR_2015-16;student
acju760;GEN_SASS_PGCR_2015-16;student
acnf001;GEN_SASS_PGCR_2015-16;student
acnk081;GEN_SASS_PGCR_2015-16;student
acnn342;GEN_SASS_PGCR_2015-16;student
acju800;GEN_SASS_PGCR_2015-16;student
acju769;GEN_SASS_PGCR_2015-16;student
acju787;GEN_SASS_PGCR_2015-16;student
acju789;GEN_SASS_PGCR_2015-16;student
acju807;GEN_SASS_PGCR_2015-16;student
acnf047;GEN_SASS_PGCR_2015-16;student
acnf043;GEN_SASS_PGCR_2015-16;student
acnf025;GEN_SASS_PGCR_2015-16;student
acju781;GEN_SASS_PGCR_2015-16;student
acnf073;GEN_SASS_PGCR_2015-16;student
acjv894;GEN_SASS_PGCR_2015-16;student
acnf758;GEN_SASS_PGCR_2015-16;student
ackf215;GEN_SASS_PGCR_2015-16;student
acnm754;GEN_SHS_APGNON_2015-16;student
abnt154;GEN_SHS_COAPHSC_2015-16;student
abct741;GEN_SHS_COAPHSC_2015-16;student
abnt421;GEN_SHS_COAPHSC_2015-16;student
abjd241;GEN_SHS_COAPHSC_2015-16;student
abjn332;GEN_SHS_COAPHSC_2015-16;student
abmk176;GEN_SHS_COAPHSC_2015-16;student
acnm904;GEN_SHS_COAPHSC_2015-16;student
abnt320;GEN_SHS_COAPHSC_2015-16;student
abty178;GEN_SHS_COAPHSC_2015-16;student
abdm436;GEN_SHS_COAPHSC_2015-16;student
acnn021;GEN_SHS_MRCR_2015-16;student
acnn023;GEN_SHS_MRCR_2015-16;student
acnm587;GEN_SHS_HMPBB_2015-16;student
acjx363;GEN_MSC_ACS_2015-16;student
acnk087;GEN_SASS_TVBJCR_2015-16;student
acnd830;GEN_SASS_TVBJCR_2015-16;student
acmm654;GEN_SASS_TVBJCR_2015-16;student
acnk095;GEN_SASS_TVBJCR_2015-16;student
acnd812;GEN_SASS_TVBJCR_2015-16;student
acnd749;GEN_SASS_TVBJCR_2015-16;student
abpn658;GEN_SASS_TVBJCR_2015-16;student
acnd787;GEN_SASS_TVBJCR_2015-16;student
acnp594;GEN_SASS_TVBJCR_2015-16;student
acnd619;GEN_SASS_TVBJCR_2015-16;student
acnn421;GEN_SASS_TVBJCR_2015-16;student
acnf378;GEN_SASS_MSCBE_2015-16;student
acnf351;GEN_SASS_MSCBE_2015-16;student
acnn321;GEN_SASS_MSCBE_2015-16;student
abpm596;GEN_CASS_PSBIFN_2015-16;student
acnc667;GEN_CASS_PSBIFN_2015-16;student
acnc689;GEN_CASS_PSBIFN_2015-16;student
acnc663;GEN_CASS_PSBIFN_2015-16;student
acnc685;GEN_CASS_PSBIFN_2015-16;student
acnc669;GEN_CASS_PSBIFN_2015-16;student
acnc711;GEN_CASS_PSBIFN_2015-16;student
acnc703;GEN_CASS_PSBIFN_2015-16;student
acnp626;GEN_CASS_PSBIFN_2015-16;student
acnc676;GEN_CASS_PSBIFN_2015-16;student
acnc724;GEN_CASS_PSBIFN_2015-16;student
acnc688;GEN_CASS_PSBIFN_2015-16;student
acnc706;GEN_CASS_PSBIFN_2015-16;student
acnc973;GEN_CASS_PSBIFN_2015-16;student
acnf921;GEN_CASS_PSBIFN_2015-16;student
acnc723;GEN_CASS_PSBIFN_2015-16;student
acnc701;GEN_CASS_PSBIFN_2015-16;student
acnp583;GEN_CASS_PSBIFN_2015-16;student
abpm596;GEN_CASS_SMM113_PSBIFN_PRD2_2015-16;student
acnc667;GEN_CASS_SMM113_PSBIFN_PRD2_2015-16;student
acnc689;GEN_CASS_SMM113_PSBIFN_PRD2_2015-16;student
acnc663;GEN_CASS_SMM113_PSBIFN_PRD2_2015-16;student
acnc685;GEN_CASS_SMM113_PSBIFN_PRD2_2015-16;student
acnc705;GEN_CASS_SMM113_PSBIFN_PRD2_2015-16;student
acnc669;GEN_CASS_SMM113_PSBIFN_PRD2_2015-16;student
acnc711;GEN_CASS_SMM113_PSBIFN_PRD2_2015-16;student
acnc703;GEN_CASS_SMM113_PSBIFN_PRD2_2015-16;student
acnp626;GEN_CASS_SMM113_PSBIFN_PRD2_2015-16;student
acnc676;GEN_CASS_SMM113_PSBIFN_PRD2_2015-16;student
acnc724;GEN_CASS_SMM113_PSBIFN_PRD2_2015-16;student
acnc688;GEN_CASS_SMM113_PSBIFN_PRD2_2015-16;student
acnc706;GEN_CASS_SMM113_PSBIFN_PRD2_2015-16;student
acnc973;GEN_CASS_SMM113_PSBIFN_PRD2_2015-16;student
acnf921;GEN_CASS_SMM113_PSBIFN_PRD2_2015-16;student
acnc723;GEN_CASS_SMM113_PSBIFN_PRD2_2015-16;student
acnc701;GEN_CASS_SMM113_PSBIFN_PRD2_2015-16;student
acnp583;GEN_CASS_SMM113_PSBIFN_PRD2_2015-16;student
abpm596;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc667;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc689;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc663;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc685;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc705;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc669;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc711;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc703;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnp626;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc676;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc724;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc688;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc706;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc973;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnf921;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc723;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc701;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnp583;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
abjz402;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
abrf485;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnp489;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
ackc155;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acjv409;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnp026;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnp406;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnn325;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnd292;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnp459;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnp016;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnp008;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnp052;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnp046;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnf115;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc900;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc931;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc858;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc914;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnm139;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc965;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnf726;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc967;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnf923;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnd341;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc968;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc876;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnf177;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc957;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc851;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc867;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnz565;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnp023;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
abnk052;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
abnt989;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
abpm052;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
abpm421;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnn967;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnd012;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnm143;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnd121;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnf113;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnd110;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnd041;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnd050;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnd015;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnd023;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc954;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnd049;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc994;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnd032;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc982;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnd025;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnd113;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnf142;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnm605;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acng031;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc980;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc979;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnd125;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnd084;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnm873;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
abnt949;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
abpc845;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnd066;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
abpn416;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
abpk174;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnb855;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc932;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acka589;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnd026;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnd098;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnd108;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acng047;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnd097;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnd083;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnd044;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnd027;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnm877;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnd109;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnf966;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acng037;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnp495;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
abnt949;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
abpc845;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnd066;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
abpn416;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
abpk174;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnb855;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc932;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acka589;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnd026;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnd098;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnd108;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acng047;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnd097;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnd083;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnd044;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnd027;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnm877;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnd109;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnf966;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acng037;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnp495;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
abmn307;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
abpn234;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnb869;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
ackf310;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc408;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc462;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc368;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc364;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc402;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc399;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc398;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnm623;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc476;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc422;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc481;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc433;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnd343;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc424;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc480;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnj963;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc390;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnm868;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc478;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc374;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnd339;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc366;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnb848;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc367;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnn114;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc380;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnp572;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc410;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acng302;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
abpm591;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
abpm431;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
abpm454;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc881;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc837;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
abpm540;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
abpj811;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
abpm493;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
abpn238;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc933;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc946;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
ackb877;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc963;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc962;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc891;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc865;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc955;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc947;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnm667;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnf217;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc904;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnn448;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc874;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnm141;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc898;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnm355;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc921;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnp047;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc922;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnn104;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnn110;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnn958;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnc949;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnf724;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
acnm627;GEN_CASS_PEERASSESSMENTPORTAL_2015-16;student
abpm123;GEN_CLS_BPTC_2015-16;student
acnd360;GEN_CLS_BPTC_2015-16;student
acnd347;GEN_CLS_BPTC_2015-16;student
acnd410;GEN_CLS_BPTC_2015-16;student
acka242;GEN_CLS_BPTC_2015-16;student
abpk899;GEN_CLS_BPTC_2015-16;student
abnz039;GEN_CLS_BPTC_2015-16;student
abrh475;GEN_CLS_BPTC_2015-16;student
acka264;GEN_CLS_BPTC_2015-16;student
ackc617;GEN_CLS_BPTC_2015-16;student
acka725;GEN_CLS_BPTC_2015-16;student
ackb536;GEN_CLS_BPTC_2015-16;student
acnd385;GEN_CLS_BPTC_2015-16;student
ackc201;GEN_CLS_BPTC_2015-16;student
acnd445;GEN_CLS_BPTC_2015-16;student
acnp062;GEN_CLS_BPTC_2015-16;student
acju508;GEN_CLS_BPTC_2015-16;student
acka525;GEN_CLS_BPTC_2015-16;student
acju524;GEN_CLS_BPTC_2015-16;student
acju547;GEN_CLS_BPTC_2015-16;student
acnp058;GEN_CLS_BPTC_2015-16;student
acnp646;GEN_CLS_BPTC_2015-16;student
acjv991;GEN_CLS_BPTC_2015-16;student
acnd388;GEN_CLS_BPTC_2015-16;student
acnp009;GEN_CLS_BPTC_2015-16;student
acnm404;GEN_CLS_BPTC_2015-16;student
acnf769;GEN_CLS_BPTC_2015-16;student
acnd349;GEN_CLS_BPTC_2015-16;student
acnd423;GEN_CLS_BPTC_2015-16;student
acnd436;GEN_CLS_BPTC_2015-16;student
acnd418;GEN_CLS_BPTC_2015-16;student
acnm881;GEN_CLS_BPTC_2015-16;student
acng279;GEN_CLS_BPTC_2015-16;student
acnd363;GEN_CLS_BPTC_2015-16;student
acnn224;GEN_CLS_BPTC_2015-16;student
acnd426;GEN_CLS_BPTC_2015-16;student
acnd463;GEN_CLS_BPTC_2015-16;student
acnp030;GEN_CLS_BPTC_2015-16;student
acnp390;GEN_CLS_BPTC_2015-16;student
acnm760;GEN_CLS_BPTC_2015-16;student
acnd471;GEN_CLS_BPTC_2015-16;student
acnm406;GEN_CLS_BPTC_2015-16;student
acng228;GEN_CLS_BPTC_2015-16;student
acnd370;GEN_CLS_BPTC_2015-16;student
acnf980;GEN_CLS_BPTC_2015-16;student
acnm402;GEN_CLS_BPTC_2015-16;student
acnn453;GEN_CLS_BPTC_2015-16;student
acnd433;GEN_CLS_BPTC_2015-16;student
acnd438;GEN_CLS_BPTC_2015-16;student
acnm882;GEN_CLS_BPTC_2015-16;student
acnm836;GEN_CLS_BPTC_2015-16;student
acnd459;GEN_CLS_BPTC_2015-16;student
acnp415;GEN_CLS_BPTC_2015-16;student
acnn367;GEN_CLS_BPTC_2015-16;student
acnm401;GEN_CLS_BPTC_2015-16;student
acnk103;GEN_CLS_BPTC_2015-16;student
acnh833;GEN_CLS_BPTC_2015-16;student
acnn457;GEN_CLS_BPTC_2015-16;student
acnd400;GEN_CLS_BPTC_2015-16;student
acnj802;GEN_CLS_BPTC_2015-16;student
acnn434;GEN_CLS_BPTC_2015-16;student
acnd393;GEN_CLS_BPTC_2015-16;student
acnm399;GEN_CLS_BPTC_2015-16;student
abpm123;GEN_CLS_BPTC_ADV_2015-16;student
acnd360;GEN_CLS_BPTC_ADV_2015-16;student
acnd347;GEN_CLS_BPTC_ADV_2015-16;student
acnd410;GEN_CLS_BPTC_ADV_2015-16;student
acka242;GEN_CLS_BPTC_ADV_2015-16;student
abpk899;GEN_CLS_BPTC_ADV_2015-16;student
abnz039;GEN_CLS_BPTC_ADV_2015-16;student
abrh475;GEN_CLS_BPTC_ADV_2015-16;student
acka264;GEN_CLS_BPTC_ADV_2015-16;student
ackc617;GEN_CLS_BPTC_ADV_2015-16;student
acka725;GEN_CLS_BPTC_ADV_2015-16;student
ackb536;GEN_CLS_BPTC_ADV_2015-16;student
acnd385;GEN_CLS_BPTC_ADV_2015-16;student
ackc201;GEN_CLS_BPTC_ADV_2015-16;student
acnd445;GEN_CLS_BPTC_ADV_2015-16;student
acnp062;GEN_CLS_BPTC_ADV_2015-16;student
acju508;GEN_CLS_BPTC_ADV_2015-16;student
acka525;GEN_CLS_BPTC_ADV_2015-16;student
acju524;GEN_CLS_BPTC_ADV_2015-16;student
acju547;GEN_CLS_BPTC_ADV_2015-16;student
acnp058;GEN_CLS_BPTC_ADV_2015-16;student
